id,url,text,createdAt,retweetCount,replyCount,likeCount,quoteCount,bookmarkCount,author_name,author_followers,author_isVerified,author_userName,author_profilePicture,author_location,author_createdAt,author_statusesCount,author_following,author_favouritesCount,author_isBlueVerified
1796931024137363766,https://x.com/Daractenus/status/1796931024137363766,"Quite a large number of Hungarians took to the streets in Budapest (布达佩斯) in a “Peace March” against the ""escalation of the conflict in Ukraine"". 

They also demanded all military aid for Ukraine (of which Hungary gave absolutely none) be stopped immediately. https://t.co/rhnAcYdTJk",1717256716000,35,122,201,16,11,Daractenus,14173,False,Daractenus,https://pbs.twimg.com/profile_images/1772547236779425792/O7fUg7tC_normal.jpg,Romania,1707156094000,4131,1856,29214,True
1617203317968408576,https://x.com/HungaryBased/status/1617203317968408576,"⚡️⚡️ Hungarian military leadership is receiving a purge. Over 170 generals and high-ranking officers were fired in a matter of a couple days. 
A deNATOization is occurring in the Hungarian command purging those that were socialized in NATO and international partnerships. 🇭🇺 https://t.co/oiGJmTHUSM",1674406291000,847,165,3392,180,122,Based Hungary 🇭🇺,24634,False,HungaryBased,https://pbs.twimg.com/profile_images/1598450307335442453/NkJU7EG4_normal.jpg,Szatmárnémeti,1641175089000,740,143,5746,True
1769227161247096836,https://x.com/O8lI5/status/1769227161247096836,Soldiers of the Hungarian People's Army on a military exercise https://t.co/68udIVVgA1,1710651600000,28,6,299,0,20,08/15,4482,False,O8lI5,https://pbs.twimg.com/profile_images/1741639529767772160/sLbi4m2Q_normal.jpg,German Empire,1237238309000,6159,118,30178,False
1490252741733756929,https://x.com/HartMilitary/status/1490252741733756929,Moving well beyond our comfort zone on this week’s podcast where we are guided by Nicolai Eberholst to discuss Austro-Hungary and the Eastern Front 1914. A scale of conflict beyond our imagining. Out Thursday! https://t.co/zyPIyfdwc5,1644138915000,15,3,122,3,8,Pete and Gary's Military History,4893,False,HartMilitary,https://pbs.twimg.com/profile_images/1228333901912977408/me6m7v-g_normal.jpg,,1581670334000,4530,2801,6297,False
1611399927636049928,https://x.com/HungaryBased/status/1611399927636049928,"🇭🇺 The Hungarian Prime Minister states:
""Those that transport weapons to Ukraine are involved in the war"" https://t.co/Uq9mBeq7dN",1673022655000,1352,427,4297,128,59,Based Hungary 🇭🇺,24634,False,HungaryBased,https://pbs.twimg.com/profile_images/1598450307335442453/NkJU7EG4_normal.jpg,Szatmárnémeti,1641175089000,740,143,5746,True
1797232027353124886,https://x.com/herqles_es/status/1797232027353124886,"🇭🇺 | Húngaros marchan por Budapest, acusando a la OTAN de la guerra en Ucrania y pidiendo fin a esta: https://t.co/J5dSWpoKvB",1717328480000,171,17,661,6,12,ʜᴇʀQʟᴇs,131523,False,herqles_es,https://pbs.twimg.com/profile_images/1535742491579895816/GTC6z0gJ_normal.jpg,España,1607383981000,23686,184,3717,True
1769755387069161678,https://x.com/Jesuitchild/status/1769755387069161678,"""NATO forces conduct largest exercise in decades"", - Bild. The""Steadfast Defender"" exercises prepare for a possible conflict with Russia. Military training has been taking place in Norway, Poland, Lithuania, Romania, and Hungary since February 2024. https://t.co/iFdZwwb2Eg",1710777539000,4,2,16,1,2,Jesuitchild,3780,False,Jesuitchild,https://pbs.twimg.com/profile_images/1832893940300931072/9092cieh_normal.jpg,"Langley, SC",1222716832000,17717,3424,104761,False
1840414985467625839,https://x.com/HungaryBased/status/1840414985467625839,❗️Military Production in Hungary has risen 300-400% since the start of the Ukraine-War. 🇭🇺 https://t.co/zuFaijWZPe,1727624100000,20,13,272,0,8,Based Hungary 🇭🇺,24634,False,HungaryBased,https://pbs.twimg.com/profile_images/1598450307335442453/NkJU7EG4_normal.jpg,Szatmárnémeti,1641175089000,740,143,5746,True
1849023052924739885,https://x.com/BogataTimar/status/1849023052924739885,"The Soviet government announced its decision to withdraw its troops from Hungary n 31 Oct.
This was also a lie. In reality, they just decided to crush the revolution by military force. The troops were ordered to fake withdrawal but in actuality prepare for an invasion. https://t.co/DeBYLg9NAa",1729676423000,39,2,586,0,4,Bogáta Timár,5003,False,BogataTimar,https://pbs.twimg.com/profile_images/1353011502547169285/TK7_xmVm_normal.jpg,"Tartu, Estonia",1597344171000,1839,182,3779,False
1552522236350701568,https://x.com/MilHistNow/status/1552522236350701568,"Today in 1914, Austria-Hungary declares war on Serbia. Because of the web of alliances between Europe's major powers, the seemingly minor conflict leads to mass mobilizations across the continent. Within a week, the armies of Russia, Germany, France &amp; Britain are on the march. https://t.co/tCroEGUSY4",1658985120000,91,7,376,11,4,Military History Now,180399,False,MilHistNow,https://pbs.twimg.com/profile_images/1135526156084699137/up6ph1IC_normal.png,,1336693642000,21533,3729,9537,True
1637883521116012544,https://x.com/RueDaungier/status/1637883521116012544,Hungary has refused to take part in the EU project to buy 1 million pieces of ammunition for Ukraine. Foreign Minister Peter Szijjarto said: “We want peace. We are not participating in this action.” https://t.co/Duumxq3tK2,1679336836000,700,197,2728,72,21,John Moran,14583,False,RueDaungier,https://pbs.twimg.com/profile_images/930167758620381185/4AF_BTQv_normal.jpg,"Dublin City, Ireland",1258405275000,63355,9241,255850,True
1817431289013616892,https://x.com/MilHistNow/status/1817431289013616892,"Today in 1914, Austria-Hungary declares war on Serbia. Because of the web of alliances between Europe's major powers, the seemingly minor conflict leads to mass mobilizations across the continent. Within a week, the armies of Russia, Germany, France &amp; Britain are on the march. https://t.co/F7YSDgJJuM",1722144360000,258,31,843,25,35,Military History Now,180399,False,MilHistNow,https://pbs.twimg.com/profile_images/1135526156084699137/up6ph1IC_normal.png,,1336693642000,21533,3729,9537,True
1684862466310746112,https://x.com/colonelhomsi/status/1684862466310746112,"On July 28, 1914, the First World War began. Austria-Hungary declared war on Serbia. It was the first military conflict on a global scale! https://t.co/g8sCbHrvmw",1690537489000,5,2,29,0,2,Geo_monitor,82338,False,colonelhomsi,https://pbs.twimg.com/profile_images/825447208195588096/e_eLRk6D_normal.jpg,,1359306558000,21345,36,25449,False
1801541820565872645,https://x.com/MyLordBebo/status/1801541820565872645,"🇭🇺🇪🇺🇺🇦‼️🚨 Viktor Orban protects Hungary:

“We are not ready for this because we believe that where weapons are transferred, that place becomes a military target from the enemy’s point of view and anything can happen there.” https://t.co/OMP0KVbR2P",1718356015000,31,15,209,4,15,Lord Bebo,520443,False,MyLordBebo,https://pbs.twimg.com/profile_images/1617268866077302786/oY7XRApc_normal.jpg,Europa,1556294796000,78303,228,28942,True
1622308115243835394,https://x.com/HungaryBased/status/1622308115243835394,"⚡️⚡️ ""The US lost its influence in the Hungarian army after the defence minister fired more than 200 officers"" - Financial Times. 🇭🇺 https://t.co/KO1wELY2fN",1675623370000,530,77,2507,77,76,Based Hungary 🇭🇺,24634,False,HungaryBased,https://pbs.twimg.com/profile_images/1598450307335442453/NkJU7EG4_normal.jpg,Szatmárnémeti,1641175089000,740,143,5746,True
1529127239236845568,https://x.com/mdunai/status/1529127239236845568,"Hungarian premier Orban declares state of emergency due to war in neighbouring Ukraine. Allows government to bypass Parliament, as in pandemic. Will announce first measures on Wednesday. Abuse of power was feared but not really materialised before. https://t.co/oTdyn0Xl4T",1653407318000,474,68,1091,145,35,Marton Dunai,1658,False,mdunai,https://pbs.twimg.com/profile_images/1501957841346871302/b5ZeJVQq_normal.jpg,Budapest,1242828188000,315,307,26,False
1606449161360052227,https://x.com/pueblopatriota/status/1606449161360052227,"🇭🇺🇺🇦 El primer ministro húngaro, Orbán Viktor, confirmó que ""cientos de personas de etnia húngara han muerto como resultado del servicio militar obligatorio en Ucrania"" ratificando aún más el hecho de que el ejército ucraniano recluta de manera desproporcionada https://t.co/BIZYGzOiPd",1671842301000,212,8,268,2,4,En la Retaguardia,66424,False,pueblopatriota,https://pbs.twimg.com/profile_images/1519035452476596226/dUK51q0g_normal.jpg,,1264631906000,348841,7865,208301,False
1654552131729510405,https://x.com/generalslug/status/1654552131729510405,"the whole hungarian army, not including reserves (tibor, 62, could not make it from szeged due to late-stage “chess sores”) https://t.co/FFlS4UXNSY",1683310942000,10,2,547,1,0,SLUG,29317,False,generalslug,https://pbs.twimg.com/profile_images/1456685942887096324/1jgVge5q_normal.jpg,,1422321371000,20647,1463,149308,False
1859212687751737813,https://x.com/zoltanspox/status/1859212687751737813,"❗️@PM_ViktorOrban: We are facing the most dangerous two months of the war. 
🇭🇺In the weeks and months to come, Hungary will need all its knowledge, all its tools, all its diplomatic experience to continue to stay out of this war, because Hungary must continue to stay out of this war.",1732105821000,137,28,593,10,20,Zoltan Kovacs,46046,False,zoltanspox,https://pbs.twimg.com/profile_images/1572130979984064512/W5SH7yYx_normal.jpg,"Budapest, Hungary",1327474504000,11321,858,2148,True
1772275610972266603,https://x.com/Zlatti_71/status/1772275610972266603,"Budapest will not provide weapons to Ukraine and will not send its military there - Hungarian Foreign Minister Peter Szijjártó.

@ukr_leaks_eng https://t.co/GgpqCcsX9Q",1711378407000,690,103,4903,22,37,Zlatti71,160055,False,Zlatti_71,https://pbs.twimg.com/profile_images/1824860208578895872/lv1GbPPF_normal.jpg,,1607423553000,94985,7959,231713,True
