SOURCEURL,ActionGeo_FullName,CAMEOCodeDescription,GoldsteinScale,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,NumMentions,NumArticles
https://eng.obozrevatel.com/section-war/news-russian-army-suffers-significant-losses-in-manpower-and-armored-vehicles-156-combat-engagements-took-place-in-total-at-the-front-general-staff-05-12-2024.html,"Kherson, Khersons'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINIAN,UKR,,,7,7
https://eng.obozrevatel.com/section-war/news-russian-army-suffers-significant-losses-in-manpower-and-armored-vehicles-156-combat-engagements-took-place-in-total-at-the-front-general-staff-05-12-2024.html,"Dnipro, Ukraine (general), Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,,,2,2
https://eng.obozrevatel.com/section-war/news-russian-army-suffers-significant-losses-in-manpower-and-armored-vehicles-156-combat-engagements-took-place-in-total-at-the-front-general-staff-05-12-2024.html,"Gulyaypole, Zaporiz'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,,,1,1
https://eng.obozrevatel.com/section-war/news-russian-army-suffers-significant-losses-in-manpower-and-armored-vehicles-156-combat-engagements-took-place-in-total-at-the-front-general-staff-05-12-2024.html,"Zelene, Chernihivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,,,1,1
https://www.journalgazette.net/opinion/columnists/congressmans-optimism-is-what-nation-needs-now/article_21ce984a-b1a3-11ef-82a4-031cbbb8031d.html,Ukraine," Use conventional military force, not specified below",-10.0,NATO,WST,,,5,5
https://www.abc.net.au/news/2024-12-05/ukraine-says-mayor-jailed-by-russia-died-after-torture/104690244,"Dniprorudne, Zaporiz'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,MOSCOW,RUS,,,4,4
https://www.independent.co.uk/news/world/europe/ukraine-russia-war-putin-warship-nato-uk-latest-news-b2659163.html,"Bakhmut, Donets'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIA,RUS,GERMAN,DEU,1,1
https://www.abc.net.au/news/2024-12-05/ukraine-says-mayor-jailed-by-russia-died-after-torture/104690244,"Dniprorudne, Zaporiz'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,MOSCOW,RUS,UKRAINE,UKR,6,6
https://www.rferl.org/a/burisma-ukraine-gas-pardon-bidens/33226807.html,"Donbas, Ukraine (general), Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIAN,RUS,BARACK OBAMA,USA,1,1
https://www.rferl.org/a/burisma-ukraine-gas-pardon-bidens/33226807.html,"Donbas, Ukraine (general), Ukraine"," Use conventional military force, not specified below",-10.0,BARACK OBAMA,USA,RUSSIAN,RUS,1,1
https://www.globalsecurity.org/military/world/war/russo-ukraine-2024-12-04.htm,"Konstantinivka, Odes'ka Oblast, Ukraine"," Use conventional military force, not specified below",-10.0,,,UKRAINIAN,UKR,2,2
http://www.strategypage.com/htmw/htsurf/articles/2024120501014.aspx,"Toloka, Chernivets'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,NAVAL BASE,,RUSSIA,RUS,2,2
https://www.globalsecurity.org/military/world/war/russo-ukraine-2024-12-04.htm,"Donbass, Ukraine (general), Ukraine"," Use conventional military force, not specified below",-10.0,NAVAL,,UKRAINE,UKR,5,5
http://www.strategypage.com/htmw/htsurf/articles/2024120501014.aspx,"Toloka, Chernivets'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIA,RUS,NAVAL BASE,,8,8
https://www.yahoo.com/news/russia-keeps-north-korean-soldiers-081121528.html,Ukraine," Use conventional military force, not specified below",-10.0,RUSSIA,RUS,UKRAINE,UKR,2,2
https://www.globalsecurity.org/military/world/war/russo-ukraine-2024-12-04.htm,"Romanivka, Ternopil's'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIAN,RUS,UKRAINIAN,UKR,6,6
https://www.globalsecurity.org/military/world/war/russo-ukraine-2024-12-04.htm,"Konstantinivka, Odes'ka Oblast, Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINIAN,UKR,,,2,2
https://www.globalsecurity.org/military/world/war/russo-ukraine-2024-12-04.htm,"Orikhiv, Zaporiz'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINIAN,UKR,RUSSIAN,RUS,3,3
https://www.globalsecurity.org/military/world/war/russo-ukraine-2024-12-04.htm,"Kharkiv, Kharkivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,,,5,5
https://english.aawsat.com/features/5088468-there-us-turkish-russian-coordination-distance-assad-iran,Ukraine," Use conventional military force, not specified below",-10.0,RUSSIA,RUS,CIVILIAN,,1,1
https://www.yahoo.com/news/russian-attacks-across-ukraine-kill-084925293.html,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIAN,RUS,UKRAINE,UKR,3,3
https://www.yahoo.com/news/russian-attacks-across-ukraine-kill-084925293.html,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIAN,RUS,UKRAINE,UKR,5,5
https://eaworldview.com/2024/12/ukraine-war-nato-no-invitation-to-kyiv/,"Kharkiv, Kharkivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,CIVILIAN,,2,2
https://www.newsweek.com/russias-deadly-human-safari-kherson-approaches-grim-milestone-1995869,"Kherson, Khersons'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,CIVILIAN,,UKRAINE,UKR,10,10
https://www.yahoo.com/news/war-ukraine-tough-test-swedens-101701325.html,"Kyiv, Kyyiv, Misto, Ukraine"," Use conventional military force, not specified below",-10.0,UNITED KINGDOM,GBR,MILITARY,,4,4
https://www.thetimes.com/world/middle-east/article/syrian-rebels-surround-hama-as-regime-battles-to-regain-aleppo-8stk5jzwl,Ukraine," Use conventional military force, not specified below",-10.0,LEBANON,LBN,IRAN,IRN,1,1
https://www.thetimes.com/world/middle-east/article/syrian-rebels-surround-hama-as-regime-battles-to-regain-aleppo-8stk5jzwl,Ukraine," Use conventional military force, not specified below",-10.0,LEBANON,LBN,IRANIAN,IRN,1,1
https://www.businessinsider.com/ukraine-dronemakers-war-unwinnable-dirt-cheap-crowdfunding-veterans-civilians-russia-2024-12,"Kyiv, Kyyiv, Misto, Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIAN,RUS,COMMANDER,,1,1
https://www.nakedcapitalism.com/2024/12/nato-pledges-urgent-support-for-ukraines-battered-infrastructure.html,"Mykolayiv, Mykolayivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,RUSSIA,RUS,4,4
https://www.justiceinfo.net/en/139125-a-russian-officer-on-trial-for-murder-in-bucha.html,"Irpin, Kyyivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,CIVILIAN,,,,5,5
https://www.naturalnews.com/2024-12-04-zelensky-to-sign-peace-deal-for-nato-membership.html,"Kyiv, Kyyiv, Misto, Ukraine"," Use conventional military force, not specified below",-10.0,NATO,WST,MILITARY,,8,8
https://www.justiceinfo.net/en/139125-a-russian-officer-on-trial-for-murder-in-bucha.html,"Irpin, Kyyivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,PROSECUTOR,,CIVILIAN,,1,1
https://www.justiceinfo.net/en/139125-a-russian-officer-on-trial-for-murder-in-bucha.html,"Irpin, Kyyivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,PROSECUTOR,,CIVILIAN,,3,3
https://www.naturalnews.com/2024-12-04-zelensky-to-sign-peace-deal-for-nato-membership.html,"Kyiv, Kyyiv, Misto, Ukraine"," Use conventional military force, not specified below",-10.0,MILITARY,,NATO,WST,8,8
https://www.naturalnews.com/2024-12-04-zelensky-to-sign-peace-deal-for-nato-membership.html,"Kyiv, Kyyiv, Misto, Ukraine"," Use conventional military force, not specified below",-10.0,MILITARY,,UKRAINE,UKR,2,2
https://www.justiceinfo.net/en/139125-a-russian-officer-on-trial-for-murder-in-bucha.html,"Irpin, Kyyivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIAN,RUS,,,6,6
https://www.justiceinfo.net/en/139125-a-russian-officer-on-trial-for-murder-in-bucha.html,"Irpin, Kyyivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIA,RUS,,,2,2
https://www.justiceinfo.net/en/139125-a-russian-officer-on-trial-for-murder-in-bucha.html,"Irpin, Kyyivs'ka Oblast', Ukraine"," Use conventional military force, not specified below",-10.0,RUSSIA,RUS,CIVILIAN,,1,1
https://www.naturalnews.com/2024-12-04-zelensky-to-sign-peace-deal-for-nato-membership.html,"Kyiv, Kyyiv, Misto, Ukraine"," Use conventional military force, not specified below",-10.0,UKRAINE,UKR,MILITARY,,2,2
