id,url,text,createdAt,retweetCount,replyCount,likeCount,quoteCount,bookmarkCount,author_name,author_followers,author_isVerified,author_userName,author_profilePicture,author_location,author_createdAt,author_statusesCount,author_following,author_favouritesCount,author_isBlueVerified
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
